,date,action,ticker,name,contraticker,contraname,note
0,2020-12-31,historical,ZTS,Zoetis Inc,,,
1,2020-12-31,current,ZTS,Zoetis Inc,,,
2,2020-12-31,historical,ZION,Zions Bancorporation National Association,,,
3,2020-12-31,current,ZION,Zions Bancorporation National Association,,,
4,2020-12-31,historical,ZBRA,Zebra Technologies Corp,,,
5,2020-12-31,current,ZBRA,Zebra Technologies Corp,,,
6,2020-12-31,historical,ZBH,Zimmer Biomet Holdings Inc,,,
7,2020-12-31,current,ZBH,Zimmer Biomet Holdings Inc,,,
8,2020-12-31,historical,YUM,Yum Brands Inc,,,
9,2020-12-31,current,YUM,Yum Brands Inc,,,
10,2020-12-31,historical,XYL,Xylem Inc,,,
11,2020-12-31,current,XYL,Xylem Inc,,,
12,2020-12-31,historical,XRX,Xerox Holdings Corp,,,
13,2020-12-31,current,XRX,Xerox Holdings Corp,,,
14,2020-12-31,historical,XRAY,DENTSPLY SIRONA Inc,,,
15,2020-12-31,current,XRAY,DENTSPLY SIRONA Inc,,,
16,2020-12-31,historical,XOM,Exxon Mobil Corp,,,
17,2020-12-31,current,XOM,Exxon Mobil Corp,,,
18,2020-12-31,historical,XLNX,Xilinx Inc,,,
19,2020-12-31,current,XLNX,Xilinx Inc,,,
20,2020-12-31,historical,XEL,Xcel Energy Inc,,,
21,2020-12-31,current,XEL,Xcel Energy Inc,,,
22,2020-12-31,historical,WYNN,Wynn Resorts Ltd,,,
23,2020-12-31,current,WYNN,Wynn Resorts Ltd,,,
24,2020-12-31,historical,WY,Weyerhaeuser Co,,,
25,2020-12-31,current,WY,Weyerhaeuser Co,,,
26,2020-12-31,historical,WU,Western Union CO,,,
27,2020-12-31,current,WU,Western Union CO,,,
28,2020-12-31,historical,WST,West Pharmaceutical Services Inc,,,
29,2020-12-31,current,WST,West Pharmaceutical Services Inc,,,
30,2020-12-31,historical,WRK,WestRock Co,,,
31,2020-12-31,current,WRK,WestRock Co,,,
32,2020-12-31,historical,WRB,Berkley W R Corp,,,
33,2020-12-31,current,WRB,Berkley W R Corp,,,
34,2020-12-31,historical,WMT,Walmart Inc,,,
35,2020-12-31,current,WMT,Walmart Inc,,,
36,2020-12-31,historical,WMB,Williams Companies Inc,,,
37,2020-12-31,current,WMB,Williams Companies Inc,,,
38,2020-12-31,historical,WM,Waste Management Inc,,,
39,2020-12-31,current,WM,Waste Management Inc,,,
40,2020-12-31,historical,WLTW,Willis Towers Watson Plc,,,
41,2020-12-31,current,WLTW,Willis Towers Watson Plc,,,
42,2020-12-31,historical,WHR,Whirlpool Corp,,,
43,2020-12-31,current,WHR,Whirlpool Corp,,,
44,2020-12-31,historical,WFC,Wells Fargo & Company,,,
45,2020-12-31,current,WFC,Wells Fargo & Company,,,
46,2020-12-31,historical,WELL,Welltower Inc,,,
47,2020-12-31,current,WELL,Welltower Inc,,,
48,2020-12-31,historical,WEC,Wec Energy Group Inc,,,
49,2020-12-31,current,WEC,Wec Energy Group Inc,,,
50,2020-12-31,historical,WDC,Western Digital Corp,,,
51,2020-12-31,current,WDC,Western Digital Corp,,,
52,2020-12-31,historical,WBA,Walgreens Boots Alliance Inc,,,
53,2020-12-31,current,WBA,Walgreens Boots Alliance Inc,,,
54,2020-12-31,historical,WAT,Waters Corp,,,
55,2020-12-31,current,WAT,Waters Corp,,,
56,2020-12-31,historical,WAB,Westinghouse Air Brake Technologies Corp,,,
57,2020-12-31,current,WAB,Westinghouse Air Brake Technologies Corp,,,
58,2020-12-31,historical,VZ,Verizon Communications Inc,,,
59,2020-12-31,current,VZ,Verizon Communications Inc,,,
60,2020-12-31,historical,VTRS,Viatris Inc,,,
61,2020-12-31,current,VTRS,Viatris Inc,,,
62,2020-12-31,historical,VTR,Ventas Inc,,,
63,2020-12-31,current,VTR,Ventas Inc,,,
64,2020-12-31,historical,VRTX,Vertex Pharmaceuticals Inc,,,
65,2020-12-31,current,VRTX,Vertex Pharmaceuticals Inc,,,
66,2020-12-31,historical,VRSN,Verisign Inc,,,
67,2020-12-31,current,VRSN,Verisign Inc,,,
68,2020-12-31,historical,VRSK,Verisk Analytics Inc,,,
69,2020-12-31,current,VRSK,Verisk Analytics Inc,,,
70,2020-12-31,historical,VNT,Vontier Corp,,,
71,2020-12-31,current,VNT,Vontier Corp,,,
72,2020-12-31,historical,VNO,Vornado Realty Trust,,,
73,2020-12-31,current,VNO,Vornado Realty Trust,,,
74,2020-12-31,historical,VMC,Vulcan Materials CO,,,
75,2020-12-31,current,VMC,Vulcan Materials CO,,,
76,2020-12-31,historical,VLO,Valero Energy Corp,,,
77,2020-12-31,current,VLO,Valero Energy Corp,,,
78,2020-12-31,historical,VIAC,ViacomCBS Inc,,,
79,2020-12-31,current,VIAC,ViacomCBS Inc,,,
80,2020-12-31,historical,VFC,V F Corp,,,
81,2020-12-31,current,VFC,V F Corp,,,
82,2020-12-31,historical,VAR,Varian Medical Systems Inc,,,
83,2020-12-31,current,VAR,Varian Medical Systems Inc,,,
84,2020-12-31,historical,V,Visa Inc,,,
85,2020-12-31,current,V,Visa Inc,,,
86,2020-12-31,historical,USB,Us Bancorp,,,
87,2020-12-31,current,USB,Us Bancorp,,,
88,2020-12-31,historical,URI,United Rentals Inc,,,
89,2020-12-31,current,URI,United Rentals Inc,,,
90,2020-12-31,historical,UPS,United Parcel Service Inc,,,
91,2020-12-31,current,UPS,United Parcel Service Inc,,,
92,2020-12-31,historical,UNP,Union Pacific Corp,,,
93,2020-12-31,current,UNP,Union Pacific Corp,,,
94,2020-12-31,historical,UNM,Unum Group,,,
95,2020-12-31,current,UNM,Unum Group,,,
96,2020-12-31,historical,UNH,Unitedhealth Group Inc,,,
97,2020-12-31,current,UNH,Unitedhealth Group Inc,,,
98,2020-12-31,historical,ULTA,Ulta Beauty Inc,,,
99,2020-12-31,current,ULTA,Ulta Beauty Inc,,,
100,2020-12-31,historical,UHS,Universal Health Services Inc,,,
101,2020-12-31,current,UHS,Universal Health Services Inc,,,
102,2020-12-31,historical,UDR,UDR Inc,,,
103,2020-12-31,current,UDR,UDR Inc,,,
104,2020-12-31,historical,UAL,United Airlines Holdings Inc,,,
105,2020-12-31,current,UAL,United Airlines Holdings Inc,,,
106,2020-12-31,historical,UAA,Under Armour Inc,,,
107,2020-12-31,current,UAA,Under Armour Inc,,,
108,2020-12-31,historical,UA,Under Armour Inc,,,
109,2020-12-31,current,UA,Under Armour Inc,,,
110,2020-12-31,historical,TYL,Tyler Technologies Inc,,,
111,2020-12-31,current,TYL,Tyler Technologies Inc,,,
112,2020-12-31,historical,TXT,Textron Inc,,,
113,2020-12-31,current,TXT,Textron Inc,,,
114,2020-12-31,historical,TXN,Texas Instruments Inc,,,
115,2020-12-31,current,TXN,Texas Instruments Inc,,,
116,2020-12-31,historical,TWTR,Twitter Inc,,,
117,2020-12-31,current,TWTR,Twitter Inc,,,
118,2020-12-31,historical,TTWO,Take Two Interactive Software Inc,,,
119,2020-12-31,current,TTWO,Take Two Interactive Software Inc,,,
120,2020-12-31,historical,TT,Trane Technologies plc,,,
121,2020-12-31,current,TT,Trane Technologies plc,,,
122,2020-12-31,historical,TSN,Tyson Foods Inc,,,
123,2020-12-31,current,TSN,Tyson Foods Inc,,,
124,2020-12-31,historical,TSLA,Tesla Inc,,,
125,2020-12-31,current,TSLA,Tesla Inc,,,
126,2020-12-31,historical,TSCO,Tractor Supply Co,,,
127,2020-12-31,current,TSCO,Tractor Supply Co,,,
128,2020-12-31,historical,TRV,Travelers Companies Inc,,,
129,2020-12-31,current,TRV,Travelers Companies Inc,,,
130,2020-12-31,historical,TROW,Price T Rowe Group Inc,,,
131,2020-12-31,current,TROW,Price T Rowe Group Inc,,,
132,2020-12-31,historical,TPR,Tapestry Inc,,,
133,2020-12-31,current,TPR,Tapestry Inc,,,
134,2020-12-31,historical,TMUS,T-Mobile US Inc,,,
135,2020-12-31,current,TMUS,T-Mobile US Inc,,,
136,2020-12-31,historical,TMO,Thermo Fisher Scientific Inc,,,
137,2020-12-31,current,TMO,Thermo Fisher Scientific Inc,,,
138,2020-12-31,historical,TJX,Tjx Companies Inc,,,
139,2020-12-31,current,TJX,Tjx Companies Inc,,,
140,2020-12-31,historical,TIF,Tiffany & Co,,,
141,2020-12-31,current,TIF,Tiffany & Co,,,
142,2020-12-31,historical,TGT,Target Corp,,,
143,2020-12-31,current,TGT,Target Corp,,,
144,2020-12-31,historical,TFX,Teleflex Inc,,,
145,2020-12-31,current,TFX,Teleflex Inc,,,
146,2020-12-31,historical,TFC,Truist Financial Corp,,,
147,2020-12-31,current,TFC,Truist Financial Corp,,,
148,2020-12-31,historical,TER,Teradyne Inc,,,
149,2020-12-31,current,TER,Teradyne Inc,,,
150,2020-12-31,historical,TEL,TE Connectivity Ltd,,,
151,2020-12-31,current,TEL,TE Connectivity Ltd,,,
152,2020-12-31,historical,TDY,Teledyne Technologies Inc,,,
153,2020-12-31,current,TDY,Teledyne Technologies Inc,,,
154,2020-12-31,historical,TDG,TransDigm Group INC,,,
155,2020-12-31,current,TDG,TransDigm Group INC,,,
156,2020-12-31,historical,TAP,Molson Coors Beverage Co,,,
157,2020-12-31,current,TAP,Molson Coors Beverage Co,,,
158,2020-12-31,historical,T,At&T Inc,,,
159,2020-12-31,current,T,At&T Inc,,,
160,2020-12-31,historical,SYY,Sysco Corp,,,
161,2020-12-31,current,SYY,Sysco Corp,,,
162,2020-12-31,historical,SYK,Stryker Corp,,,
163,2020-12-31,current,SYK,Stryker Corp,,,
164,2020-12-31,historical,SYF,Synchrony Financial,,,
165,2020-12-31,current,SYF,Synchrony Financial,,,
166,2020-12-31,historical,SWKS,Skyworks Solutions Inc,,,
167,2020-12-31,current,SWKS,Skyworks Solutions Inc,,,
168,2020-12-31,historical,SWK,Stanley Black & Decker Inc,,,
169,2020-12-31,current,SWK,Stanley Black & Decker Inc,,,
170,2020-12-31,historical,STZ,Constellation Brands Inc,,,
171,2020-12-31,current,STZ,Constellation Brands Inc,,,
172,2020-12-31,historical,STX,Seagate Technology plc,,,
173,2020-12-31,current,STX,Seagate Technology plc,,,
174,2020-12-31,historical,STT,State Street Corp,,,
175,2020-12-31,current,STT,State Street Corp,,,
176,2020-12-31,historical,STE,STERIS plc,,,
177,2020-12-31,current,STE,STERIS plc,,,
178,2020-12-31,historical,SRE,Sempra Energy,,,
179,2020-12-31,current,SRE,Sempra Energy,,,
180,2020-12-31,historical,SPGI,S&P Global Inc,,,
181,2020-12-31,current,SPGI,S&P Global Inc,,,
182,2020-12-31,historical,SPG,Simon Property Group Inc,,,
183,2020-12-31,current,SPG,Simon Property Group Inc,,,
184,2020-12-31,historical,SO,Southern Co,,,
185,2020-12-31,current,SO,Southern Co,,,
186,2020-12-31,historical,SNPS,Synopsys Inc,,,
187,2020-12-31,current,SNPS,Synopsys Inc,,,
188,2020-12-31,historical,SNA,Snap-on Inc,,,
189,2020-12-31,current,SNA,Snap-on Inc,,,
190,2020-12-31,historical,SLG,Sl Green Realty Corp,,,
191,2020-12-31,current,SLG,Sl Green Realty Corp,,,
192,2020-12-31,historical,SLB,Schlumberger Limited,,,
193,2020-12-31,current,SLB,Schlumberger Limited,,,
194,2020-12-31,historical,SJM,J M SMUCKER Co,,,
195,2020-12-31,current,SJM,J M SMUCKER Co,,,
196,2020-12-31,historical,SIVB,Svb Financial Group,,,
197,2020-12-31,current,SIVB,Svb Financial Group,,,
198,2020-12-31,historical,SHW,Sherwin Williams Co,,,
199,2020-12-31,current,SHW,Sherwin Williams Co,,,
200,2020-12-31,historical,SEE,Sealed Air Corp,,,
201,2020-12-31,current,SEE,Sealed Air Corp,,,
202,2020-12-31,historical,SCHW,Schwab Charles Corp,,,
203,2020-12-31,current,SCHW,Schwab Charles Corp,,,
204,2020-12-31,historical,SBUX,Starbucks Corp,,,
205,2020-12-31,current,SBUX,Starbucks Corp,,,
206,2020-12-31,historical,SBAC,Sba Communications Corp,,,
207,2020-12-31,current,SBAC,Sba Communications Corp,,,
208,2020-12-31,historical,RTX,Raytheon Technologies Corp,,,
209,2020-12-31,current,RTX,Raytheon Technologies Corp,,,
210,2020-12-31,historical,RSG,Republic Services Inc,,,
211,2020-12-31,current,RSG,Republic Services Inc,,,
212,2020-12-31,historical,ROST,Ross Stores Inc,,,
213,2020-12-31,current,ROST,Ross Stores Inc,,,
214,2020-12-31,historical,ROP,Roper Technologies Inc,,,
215,2020-12-31,current,ROP,Roper Technologies Inc,,,
216,2020-12-31,historical,ROL,Rollins Inc,,,
217,2020-12-31,current,ROL,Rollins Inc,,,
218,2020-12-31,historical,ROK,Rockwell Automation Inc,,,
219,2020-12-31,current,ROK,Rockwell Automation Inc,,,
220,2020-12-31,historical,RMD,Resmed Inc,,,
221,2020-12-31,current,RMD,Resmed Inc,,,
222,2020-12-31,historical,RL,Ralph Lauren Corp,,,
223,2020-12-31,current,RL,Ralph Lauren Corp,,,
224,2020-12-31,historical,RJF,Raymond James Financial Inc,,,
225,2020-12-31,current,RJF,Raymond James Financial Inc,,,
226,2020-12-31,historical,RHI,Robert Half International Inc,,,
227,2020-12-31,current,RHI,Robert Half International Inc,,,
228,2020-12-31,historical,RF,Regions Financial Corp,,,
229,2020-12-31,current,RF,Regions Financial Corp,,,
230,2020-12-31,historical,REGN,Regeneron Pharmaceuticals Inc,,,
231,2020-12-31,current,REGN,Regeneron Pharmaceuticals Inc,,,
232,2020-12-31,historical,REG,Regency Centers Corp,,,
233,2020-12-31,current,REG,Regency Centers Corp,,,
234,2020-12-31,historical,RE,Everest Re Group Ltd,,,
235,2020-12-31,current,RE,Everest Re Group Ltd,,,
236,2020-12-31,historical,RCL,Royal Caribbean Cruises Ltd,,,
237,2020-12-31,current,RCL,Royal Caribbean Cruises Ltd,,,
238,2020-12-31,historical,QRVO,Qorvo Inc,,,
239,2020-12-31,current,QRVO,Qorvo Inc,,,
240,2020-12-31,historical,QCOM,Qualcomm Inc,,,
241,2020-12-31,current,QCOM,Qualcomm Inc,,,
242,2020-12-31,historical,PYPL,PayPal Holdings Inc,,,
243,2020-12-31,current,PYPL,PayPal Holdings Inc,,,
244,2020-12-31,historical,PXD,Pioneer Natural Resources Co,,,
245,2020-12-31,current,PXD,Pioneer Natural Resources Co,,,
246,2020-12-31,historical,PWR,Quanta Services Inc,,,
247,2020-12-31,current,PWR,Quanta Services Inc,,,
248,2020-12-31,historical,PVH,Pvh Corp,,,
249,2020-12-31,current,PVH,Pvh Corp,,,
250,2020-12-31,historical,PSX,Phillips 66,,,
251,2020-12-31,current,PSX,Phillips 66,,,
252,2020-12-31,historical,PSA,Public Storage,,,
253,2020-12-31,current,PSA,Public Storage,,,
254,2020-12-31,historical,PRU,Prudential Financial Inc,,,
255,2020-12-31,current,PRU,Prudential Financial Inc,,,
256,2020-12-31,historical,PRGO,PERRIGO Co plc,,,
257,2020-12-31,current,PRGO,PERRIGO Co plc,,,
258,2020-12-31,historical,PPL,PPL Corp,,,
259,2020-12-31,current,PPL,PPL Corp,,,
260,2020-12-31,historical,PPG,Ppg Industries Inc,,,
261,2020-12-31,current,PPG,Ppg Industries Inc,,,
262,2020-12-31,historical,PNW,Pinnacle West Capital Corp,,,
263,2020-12-31,current,PNW,Pinnacle West Capital Corp,,,
264,2020-12-31,historical,PNR,PENTAIR plc,,,
265,2020-12-31,current,PNR,PENTAIR plc,,,
266,2020-12-31,historical,PNC,Pnc Financial Services Group Inc,,,
267,2020-12-31,current,PNC,Pnc Financial Services Group Inc,,,
268,2020-12-31,historical,PM,Philip Morris International Inc,,,
269,2020-12-31,current,PM,Philip Morris International Inc,,,
270,2020-12-31,historical,PLD,Prologis Inc,,,
271,2020-12-31,current,PLD,Prologis Inc,,,
272,2020-12-31,historical,PKI,Perkinelmer Inc,,,
273,2020-12-31,current,PKI,Perkinelmer Inc,,,
274,2020-12-31,historical,PKG,Packaging Corp Of America,,,
275,2020-12-31,current,PKG,Packaging Corp Of America,,,
276,2020-12-31,historical,PHM,Pultegroup Inc,,,
277,2020-12-31,current,PHM,Pultegroup Inc,,,
278,2020-12-31,historical,PH,Parker Hannifin Corp,,,
279,2020-12-31,current,PH,Parker Hannifin Corp,,,
280,2020-12-31,historical,PGR,Progressive Corp,,,
281,2020-12-31,current,PGR,Progressive Corp,,,
282,2020-12-31,historical,PG,PROCTER & GAMBLE Co,,,
283,2020-12-31,current,PG,PROCTER & GAMBLE Co,,,
284,2020-12-31,historical,PFG,Principal Financial Group Inc,,,
285,2020-12-31,current,PFG,Principal Financial Group Inc,,,
286,2020-12-31,historical,PFE,Pfizer Inc,,,
287,2020-12-31,current,PFE,Pfizer Inc,,,
288,2020-12-31,historical,PEP,Pepsico Inc,,,
289,2020-12-31,current,PEP,Pepsico Inc,,,
290,2020-12-31,historical,PEG,Public Service Enterprise Group Inc,,,
291,2020-12-31,current,PEG,Public Service Enterprise Group Inc,,,
292,2020-12-31,historical,PEAK,Healthpeak Properties Inc,,,
293,2020-12-31,current,PEAK,Healthpeak Properties Inc,,,
294,2020-12-31,historical,PCAR,Paccar Inc,,,
295,2020-12-31,current,PCAR,Paccar Inc,,,
296,2020-12-31,historical,PBCT,People's United Financial Inc,,,
297,2020-12-31,current,PBCT,People's United Financial Inc,,,
298,2020-12-31,historical,PAYX,Paychex Inc,,,
299,2020-12-31,current,PAYX,Paychex Inc,,,
300,2020-12-31,historical,PAYC,Paycom Software Inc,,,
301,2020-12-31,current,PAYC,Paycom Software Inc,,,
302,2020-12-31,historical,OXY,Occidental Petroleum Corp,,,
303,2020-12-31,current,OXY,Occidental Petroleum Corp,,,
304,2020-12-31,historical,OTIS,Otis Worldwide Corp,,,
305,2020-12-31,current,OTIS,Otis Worldwide Corp,,,
306,2020-12-31,historical,ORLY,O Reilly Automotive Inc,,,
307,2020-12-31,current,ORLY,O Reilly Automotive Inc,,,
308,2020-12-31,historical,ORCL,Oracle Corp,,,
309,2020-12-31,current,ORCL,Oracle Corp,,,
310,2020-12-31,historical,OMC,Omnicom Group Inc,,,
311,2020-12-31,current,OMC,Omnicom Group Inc,,,
312,2020-12-31,historical,OKE,Oneok Inc,,,
313,2020-12-31,current,OKE,Oneok Inc,,,
314,2020-12-31,historical,ODFL,Old Dominion Freight Line Inc,,,
315,2020-12-31,current,ODFL,Old Dominion Freight Line Inc,,,
316,2020-12-31,historical,O,Realty Income Corp,,,
317,2020-12-31,current,O,Realty Income Corp,,,
318,2020-12-31,historical,NWSA,News Corp,,,
319,2020-12-31,current,NWSA,News Corp,,,
320,2020-12-31,historical,NWS,News Corp,,,
321,2020-12-31,current,NWS,News Corp,,,
322,2020-12-31,historical,NWL,Newell Brands Inc,,,
323,2020-12-31,current,NWL,Newell Brands Inc,,,
324,2020-12-31,historical,NVR,Nvr Inc,,,
325,2020-12-31,current,NVR,Nvr Inc,,,
326,2020-12-31,historical,NVDA,Nvidia Corp,,,
327,2020-12-31,current,NVDA,Nvidia Corp,,,
328,2020-12-31,historical,NUE,Nucor Corp,,,
329,2020-12-31,current,NUE,Nucor Corp,,,
330,2020-12-31,historical,NTRS,Northern Trust Corp,,,
331,2020-12-31,current,NTRS,Northern Trust Corp,,,
332,2020-12-31,historical,NTAP,NetApp Inc,,,
333,2020-12-31,current,NTAP,NetApp Inc,,,
334,2020-12-31,historical,NSC,Norfolk Southern Corp,,,
335,2020-12-31,current,NSC,Norfolk Southern Corp,,,
336,2020-12-31,historical,NRG,Nrg Energy Inc,,,
337,2020-12-31,current,NRG,Nrg Energy Inc,,,
338,2020-12-31,historical,NOW,ServiceNow Inc,,,
339,2020-12-31,current,NOW,ServiceNow Inc,,,
340,2020-12-31,historical,NOV,National Oilwell Varco Inc,,,
341,2020-12-31,current,NOV,National Oilwell Varco Inc,,,
342,2020-12-31,historical,NOC,Northrop Grumman Corp,,,
343,2020-12-31,current,NOC,Northrop Grumman Corp,,,
344,2020-12-31,historical,NLSN,Nielsen Holdings plc,,,
345,2020-12-31,current,NLSN,Nielsen Holdings plc,,,
346,2020-12-31,historical,NLOK,NortonLifeLock Inc,,,
347,2020-12-31,current,NLOK,NortonLifeLock Inc,,,
348,2020-12-31,historical,NKE,NIKE Inc,,,
349,2020-12-31,current,NKE,NIKE Inc,,,
350,2020-12-31,historical,NI,Nisource Inc,,,
351,2020-12-31,current,NI,Nisource Inc,,,
352,2020-12-31,historical,NFLX,Netflix Inc,,,
353,2020-12-31,current,NFLX,Netflix Inc,,,
354,2020-12-31,historical,NEM,NEWMONT Corp,,,
355,2020-12-31,current,NEM,NEWMONT Corp,,,
356,2020-12-31,historical,NEE,Nextera Energy Inc,,,
357,2020-12-31,current,NEE,Nextera Energy Inc,,,
358,2020-12-31,historical,NDAQ,Nasdaq Inc,,,
359,2020-12-31,current,NDAQ,Nasdaq Inc,,,
360,2020-12-31,historical,NCLH,Norwegian Cruise Line Holdings Ltd,,,
361,2020-12-31,current,NCLH,Norwegian Cruise Line Holdings Ltd,,,
362,2020-12-31,historical,MXIM,Maxim Integrated Products Inc,,,
363,2020-12-31,current,MXIM,Maxim Integrated Products Inc,,,
364,2020-12-31,historical,MU,Micron Technology Inc,,,
365,2020-12-31,current,MU,Micron Technology Inc,,,
366,2020-12-31,historical,MTD,Mettler Toledo International Inc,,,
367,2020-12-31,current,MTD,Mettler Toledo International Inc,,,
368,2020-12-31,historical,MTB,M&T Bank Corp,,,
369,2020-12-31,current,MTB,M&T Bank Corp,,,
370,2020-12-31,historical,MSI,Motorola Solutions Inc,,,
371,2020-12-31,current,MSI,Motorola Solutions Inc,,,
372,2020-12-31,historical,MSFT,Microsoft Corp,,,
373,2020-12-31,current,MSFT,Microsoft Corp,,,
374,2020-12-31,historical,MSCI,MSCI Inc,,,
375,2020-12-31,current,MSCI,MSCI Inc,,,
376,2020-12-31,historical,MS,Morgan Stanley,,,
377,2020-12-31,current,MS,Morgan Stanley,,,
378,2020-12-31,historical,MRO,Marathon Oil Corp,,,
379,2020-12-31,current,MRO,Marathon Oil Corp,,,
380,2020-12-31,historical,MRK,Merck & Co Inc,,,
381,2020-12-31,current,MRK,Merck & Co Inc,,,
382,2020-12-31,historical,MPC,Marathon Petroleum Corp,,,
383,2020-12-31,current,MPC,Marathon Petroleum Corp,,,
384,2020-12-31,historical,MOS,Mosaic Co,,,
385,2020-12-31,current,MOS,Mosaic Co,,,
386,2020-12-31,historical,MO,Altria Group Inc,,,
387,2020-12-31,current,MO,Altria Group Inc,,,
388,2020-12-31,historical,MNST,Monster Beverage Corp,,,
389,2020-12-31,current,MNST,Monster Beverage Corp,,,
390,2020-12-31,historical,MMM,3M Co,,,
391,2020-12-31,current,MMM,3M Co,,,
392,2020-12-31,historical,MMC,Marsh & Mclennan Companies Inc,,,
393,2020-12-31,current,MMC,Marsh & Mclennan Companies Inc,,,
394,2020-12-31,historical,MLM,Martin Marietta Materials Inc,,,
395,2020-12-31,current,MLM,Martin Marietta Materials Inc,,,
396,2020-12-31,historical,MKTX,Marketaxess Holdings Inc,,,
397,2020-12-31,current,MKTX,Marketaxess Holdings Inc,,,
398,2020-12-31,historical,MKC,Mccormick & Co Inc,,,
399,2020-12-31,current,MKC,Mccormick & Co Inc,,,
400,2020-12-31,historical,MHK,Mohawk Industries Inc,,,
401,2020-12-31,current,MHK,Mohawk Industries Inc,,,
402,2020-12-31,historical,MGM,MGM Resorts International,,,
403,2020-12-31,current,MGM,MGM Resorts International,,,
404,2020-12-31,historical,MET,Metlife Inc,,,
405,2020-12-31,current,MET,Metlife Inc,,,
406,2020-12-31,historical,MDT,Medtronic plc,,,
407,2020-12-31,current,MDT,Medtronic plc,,,
408,2020-12-31,historical,MDLZ,Mondelez International Inc,,,
409,2020-12-31,current,MDLZ,Mondelez International Inc,,,
410,2020-12-31,historical,MCO,Moodys Corp,,,
411,2020-12-31,current,MCO,Moodys Corp,,,
412,2020-12-31,historical,MCK,Mckesson Corp,,,
413,2020-12-31,current,MCK,Mckesson Corp,,,
414,2020-12-31,historical,MCHP,Microchip Technology Inc,,,
415,2020-12-31,current,MCHP,Microchip Technology Inc,,,
416,2020-12-31,historical,MCD,Mcdonalds Corp,,,
417,2020-12-31,current,MCD,Mcdonalds Corp,,,
418,2020-12-31,historical,MAS,Masco Corp,,,
419,2020-12-31,current,MAS,Masco Corp,,,
420,2020-12-31,historical,MAR,Marriott International Inc,,,
421,2020-12-31,current,MAR,Marriott International Inc,,,
422,2020-12-31,historical,MAA,Mid America Apartment Communities Inc,,,
423,2020-12-31,current,MAA,Mid America Apartment Communities Inc,,,
424,2020-12-31,historical,MA,Mastercard Inc,,,
425,2020-12-31,current,MA,Mastercard Inc,,,
426,2020-12-31,historical,LYV,Live Nation Entertainment Inc,,,
427,2020-12-31,current,LYV,Live Nation Entertainment Inc,,,
428,2020-12-31,historical,LYB,LyondellBasell Industries NV,,,
429,2020-12-31,current,LYB,LyondellBasell Industries NV,,,
430,2020-12-31,historical,LW,Lamb Weston Holdings Inc,,,
431,2020-12-31,current,LW,Lamb Weston Holdings Inc,,,
432,2020-12-31,historical,LVS,Las Vegas Sands Corp,,,
433,2020-12-31,current,LVS,Las Vegas Sands Corp,,,
434,2020-12-31,historical,LUV,Southwest Airlines Co,,,
435,2020-12-31,current,LUV,Southwest Airlines Co,,,
436,2020-12-31,historical,LUMN,Centurylink Inc,,,
437,2020-12-31,current,LUMN,Centurylink Inc,,,
438,2020-12-31,historical,LRCX,Lam Research Corp,,,
439,2020-12-31,current,LRCX,Lam Research Corp,,,
440,2020-12-31,historical,LOW,Lowes Companies Inc,,,
441,2020-12-31,current,LOW,Lowes Companies Inc,,,
442,2020-12-31,historical,LNT,Alliant Energy Corp,,,
443,2020-12-31,current,LNT,Alliant Energy Corp,,,
444,2020-12-31,historical,LNC,Lincoln National Corp,,,
445,2020-12-31,current,LNC,Lincoln National Corp,,,
446,2020-12-31,historical,LMT,Lockheed Martin Corp,,,
447,2020-12-31,current,LMT,Lockheed Martin Corp,,,
448,2020-12-31,historical,LLY,ELI LILLY & Co,,,
449,2020-12-31,current,LLY,ELI LILLY & Co,,,
450,2020-12-31,historical,LKQ,Lkq Corp,,,
451,2020-12-31,current,LKQ,Lkq Corp,,,
452,2020-12-31,historical,LIN,Linde Plc,,,
453,2020-12-31,current,LIN,Linde Plc,,,
454,2020-12-31,historical,LHX,L3Harris Technologies Inc,,,
455,2020-12-31,current,LHX,L3Harris Technologies Inc,,,
456,2020-12-31,historical,LH,Laboratory Corp Of America Holdings,,,
457,2020-12-31,current,LH,Laboratory Corp Of America Holdings,,,
458,2020-12-31,historical,LEN,Lennar Corp,,,
459,2020-12-31,current,LEN,Lennar Corp,,,
460,2020-12-31,historical,LEG,Leggett & Platt Inc,,,
461,2020-12-31,current,LEG,Leggett & Platt Inc,,,
462,2020-12-31,historical,LDOS,Leidos Holdings Inc,,,
463,2020-12-31,current,LDOS,Leidos Holdings Inc,,,
464,2020-12-31,historical,LB,L Brands Inc,,,
465,2020-12-31,current,LB,L Brands Inc,,,
466,2020-12-31,historical,L,Loews Corp,,,
467,2020-12-31,current,L,Loews Corp,,,
468,2020-12-31,historical,KSU,Kansas City Southern,,,
469,2020-12-31,current,KSU,Kansas City Southern,,,
470,2020-12-31,historical,KR,Kroger Co,,,
471,2020-12-31,current,KR,Kroger Co,,,
472,2020-12-31,historical,KO,Coca Cola Co,,,
473,2020-12-31,current,KO,Coca Cola Co,,,
474,2020-12-31,historical,KMX,Carmax Inc,,,
475,2020-12-31,current,KMX,Carmax Inc,,,
476,2020-12-31,historical,KMI,Kinder Morgan Inc,,,
477,2020-12-31,current,KMI,Kinder Morgan Inc,,,
478,2020-12-31,historical,KMB,Kimberly Clark Corp,,,
479,2020-12-31,current,KMB,Kimberly Clark Corp,,,
480,2020-12-31,historical,KLAC,Kla Corp,,,
